Cadastro;Tipo;Cód. Terreno;Bairro - Código;Bairro - Nome;Logradouro - Código;Logradouro - Nome;Quadra;Lote;Número;Cep;Situação Cadastral
192412817;Terreno;;12681;BAIRRO PRIMAVERA;87455;SONI HEINRICH;17;11;;85.963-139;Ativo
192412809;Terreno;;12681;BAIRRO PRIMAVERA;87455;SONI HEINRICH;17;10;;85.963-139;Ativo
192412795;Terreno;;12681;BAIRRO PRIMAVERA;87455;SONI HEINRICH;17;9;;85.963-139;Ativo
192412787;Terreno;;12681;BAIRRO PRIMAVERA;87455;SONI HEINRICH;17;8;;85.963-139;Ativo
192412779;Terreno;;12681;BAIRRO PRIMAVERA;87456;MARIANINO RICARDI;17;7;;85.963-137;Ativo
192412760;Terreno;;12681;BAIRRO PRIMAVERA;87456;MARIANINO RICARDI;17;6;;85.963-137;Ativo
192412752;Terreno;;12681;BAIRRO PRIMAVERA;87456;MARIANINO RICARDI;17;5;;85.963-137;Ativo
192412744;Terreno;;12681;BAIRRO PRIMAVERA;87456;MARIANINO RICARDI;17;4;;85.963-137;Ativo
192412736;Terreno;;12681;BAIRRO PRIMAVERA;87456;MARIANINO RICARDI;17;3;;85.963-137;Ativo
192412728;Terreno;;12681;BAIRRO PRIMAVERA;87456;MARIANINO RICARDI;17;2;;85.963-137;Ativo
192412710;Terreno;;12681;BAIRRO PRIMAVERA;87453;JOAO RISSE;17;1;;85.963-179;Ativo
192412701;Unidade;1081101;12694;BAIRRO BORBOLETA;399;LONI LANGE;2;19;424;85.966-012;Ativo
192412698;Terreno;;12681;BAIRRO PRIMAVERA;87453;JOAO RISSE;16;15;;85.963-179;Ativo
192412680;Terreno;;12681;BAIRRO PRIMAVERA;87453;JOAO RISSE;16;14;;85.963-179;Ativo
192412671;Terreno;;12681;BAIRRO PRIMAVERA;87454;LOTARIO RAABE;16;13;;85.963-141;Ativo
192412663;Terreno;;12681;BAIRRO PRIMAVERA;87454;LOTARIO RAABE;16;12;;85.963-141;Ativo
192412655;Terreno;;12681;BAIRRO PRIMAVERA;87454;LOTARIO RAABE;16;11;;85.963-141;Ativo
192412647;Terreno;;12681;BAIRRO PRIMAVERA;87454;LOTARIO RAABE;16;10;;85.963-141;Ativo
192412639;Terreno;;12681;BAIRRO PRIMAVERA;87454;LOTARIO RAABE;16;9;;85.963-141;Ativo
192412620;Terreno;;12681;BAIRRO PRIMAVERA;87454;LOTARIO RAABE;16;8;;85.963-141;Ativo
192412612;Terreno;;12681;BAIRRO PRIMAVERA;87455;SONI HEINRICH;16;7;;85.963-139;Ativo
192412604;Terreno;;12681;BAIRRO PRIMAVERA;87455;SONI HEINRICH;16;6;;85.963-139;Ativo
192412590;Terreno;;12681;BAIRRO PRIMAVERA;87455;SONI HEINRICH;16;5;;85.963-139;Ativo
192412582;Terreno;;12681;BAIRRO PRIMAVERA;87455;SONI HEINRICH;16;4;;85.963-139;Ativo
192412574;Terreno;;12681;BAIRRO PRIMAVERA;87455;SONI HEINRICH;16;3;;85.963-139;Ativo
192412566;Terreno;;12681;BAIRRO PRIMAVERA;87455;SONI HEINRICH;16;2;;85.963-139;Ativo
192412558;Terreno;;12681;BAIRRO PRIMAVERA;87453;JOAO RISSE;16;1;;85.963-179;Ativo
192412540;Terreno;;12681;BAIRRO PRIMAVERA;87452;MARIA BIAVA TRENTO;15;3;;85.963-177;Ativo
192412531;Terreno;;12681;BAIRRO PRIMAVERA;87454;LOTARIO RAABE;15;2;;85.963-141;Ativo
192412523;Terreno;;12681;BAIRRO PRIMAVERA;87454;LOTARIO RAABE;15;1;;85.963-141;Ativo
192412515;Terreno;;12681;BAIRRO PRIMAVERA;180;PASTOR MARIO HORT;14;3;;85.963-174;Ativo
192412507;Terreno;;12681;BAIRRO PRIMAVERA;87454;LOTARIO RAABE;14;2;;85.963-141;Ativo
192412493;Terreno;;12681;BAIRRO PRIMAVERA;87452;MARIA BIAVA TRENTO;14;1;;85.963-177;Ativo
192412485;Terreno;;12681;BAIRRO PRIMAVERA;87454;LOTARIO RAABE;13;23;;85.963-141;Ativo
192412477;Terreno;;12681;BAIRRO PRIMAVERA;87454;LOTARIO RAABE;13;22;;85.963-141;Ativo
192412469;Terreno;;12681;BAIRRO PRIMAVERA;87454;LOTARIO RAABE;13;21;;85.963-141;Ativo
192412450;Terreno;;12681;BAIRRO PRIMAVERA;87454;LOTARIO RAABE;13;20;;85.963-141;Ativo
192412442;Terreno;;12681;BAIRRO PRIMAVERA;87454;LOTARIO RAABE;13;19;;85.963-141;Ativo
192412434;Terreno;;12681;BAIRRO PRIMAVERA;87454;LOTARIO RAABE;13;18;;85.963-141;Ativo
192412426;Terreno;;12681;BAIRRO PRIMAVERA;87454;LOTARIO RAABE;13;17;;85.963-141;Ativo
192412418;Terreno;;12681;BAIRRO PRIMAVERA;87454;LOTARIO RAABE;13;16;;85.963-141;Ativo
192412400;Terreno;;12681;BAIRRO PRIMAVERA;87454;LOTARIO RAABE;13;15;;85.963-141;Ativo
192412396;Terreno;;12681;BAIRRO PRIMAVERA;87454;LOTARIO RAABE;13;14;;85.963-141;Ativo
192412388;Terreno;;12681;BAIRRO PRIMAVERA;180;PASTOR MARIO HORT;13;13;;85.963-174;Ativo
192412370;Terreno;;12681;BAIRRO PRIMAVERA;180;PASTOR MARIO HORT;13;12;;85.963-174;Ativo
192412361;Terreno;;12681;BAIRRO PRIMAVERA;180;PASTOR MARIO HORT;13;11;;85.963-174;Ativo
192412353;Terreno;;12681;BAIRRO PRIMAVERA;87455;SONI HEINRICH;13;10;;85.963-139;Ativo
192412345;Terreno;;12681;BAIRRO PRIMAVERA;87455;SONI HEINRICH;13;9;;85.963-139;Ativo
192412337;Terreno;;12681;BAIRRO PRIMAVERA;87455;SONI HEINRICH;13;8;;85.963-139;Ativo
192412329;Terreno;;12681;BAIRRO PRIMAVERA;87455;SONI HEINRICH;13;7;;85.963-139;Ativo
192412310;Terreno;;12681;BAIRRO PRIMAVERA;87455;SONI HEINRICH;13;6;;85.963-139;Ativo
192412302;Terreno;;12681;BAIRRO PRIMAVERA;87455;SONI HEINRICH;13;5;;85.963-139;Ativo
192412299;Terreno;;12681;BAIRRO PRIMAVERA;87455;SONI HEINRICH;13;4;;85.963-139;Ativo
192412280;Terreno;;12681;BAIRRO PRIMAVERA;87455;SONI HEINRICH;13;3;;85.963-139;Ativo
192412272;Terreno;;12681;BAIRRO PRIMAVERA;87455;SONI HEINRICH;13;2;;85.963-139;Ativo
192412264;Terreno;;12681;BAIRRO PRIMAVERA;87455;SONI HEINRICH;13;1;;85.963-139;Ativo
192412256;Terreno;;12681;BAIRRO PRIMAVERA;87455;SONI HEINRICH;12;23;;85.963-139;Ativo
192412248;Terreno;;12681;BAIRRO PRIMAVERA;87455;SONI HEINRICH;12;22;;85.963-139;Ativo
192412230;Terreno;;12681;BAIRRO PRIMAVERA;87455;SONI HEINRICH;12;21;;85.963-139;Ativo
192412221;Terreno;;12681;BAIRRO PRIMAVERA;87455;SONI HEINRICH;12;20;;85.963-139;Ativo
192412213;Terreno;;12681;BAIRRO PRIMAVERA;87455;SONI HEINRICH;12;19;;85.963-139;Ativo
192412205;Terreno;;12681;BAIRRO PRIMAVERA;87455;SONI HEINRICH;12;18;;85.963-139;Ativo
192412191;Terreno;;12681;BAIRRO PRIMAVERA;87455;SONI HEINRICH;12;17;;85.963-139;Ativo
192412183;Terreno;;12681;BAIRRO PRIMAVERA;87455;SONI HEINRICH;12;16;;85.963-139;Ativo
192412175;Terreno;;12681;BAIRRO PRIMAVERA;87455;SONI HEINRICH;12;15;;85.963-139;Ativo
192412167;Terreno;;12681;BAIRRO PRIMAVERA;87455;SONI HEINRICH;12;14;;85.963-139;Ativo
192412159;Terreno;;12681;BAIRRO PRIMAVERA;180;PASTOR MARIO HORT;12;13;;85.963-174;Ativo
192412140;Terreno;;12681;BAIRRO PRIMAVERA;180;PASTOR MARIO HORT;12;12;;85.963-174;Ativo
192412132;Terreno;;12681;BAIRRO PRIMAVERA;180;PASTOR MARIO HORT;12;11;;85.963-174;Ativo
192412124;Terreno;;12681;BAIRRO PRIMAVERA;87456;MARIANINO RICARDI;12;10;;85.963-137;Ativo
192412116;Terreno;;12681;BAIRRO PRIMAVERA;87456;MARIANINO RICARDI;12;9;;85.963-137;Ativo
192412108;Terreno;;12681;BAIRRO PRIMAVERA;87456;MARIANINO RICARDI;12;8;;85.963-137;Ativo
192412094;Terreno;;12681;BAIRRO PRIMAVERA;87456;MARIANINO RICARDI;12;7;;85.963-137;Ativo
192412086;Terreno;;12681;BAIRRO PRIMAVERA;87456;MARIANINO RICARDI;12;6;;85.963-137;Ativo
192412078;Terreno;;12681;BAIRRO PRIMAVERA;87456;MARIANINO RICARDI;12;5;;85.963-137;Ativo
192412060;Terreno;;12681;BAIRRO PRIMAVERA;87456;MARIANINO RICARDI;12;4;;85.963-137;Ativo
192412051;Terreno;;12681;BAIRRO PRIMAVERA;87456;MARIANINO RICARDI;12;3;;85.963-137;Ativo
192412043;Terreno;;12681;BAIRRO PRIMAVERA;87456;MARIANINO RICARDI;12;2;;85.963-137;Ativo
192412035;Terreno;;12681;BAIRRO PRIMAVERA;87456;MARIANINO RICARDI;12;1;;85.963-137;Ativo
192412027;Terreno;;12681;BAIRRO PRIMAVERA;87456;MARIANINO RICARDI;11;11;;85.963-137;Ativo
192412019;Terreno;;12681;BAIRRO PRIMAVERA;87456;MARIANINO RICARDI;11;10;;85.963-137;Ativo
192412000;Terreno;;12681;BAIRRO PRIMAVERA;87456;MARIANINO RICARDI;11;9;;85.963-137;Ativo
192411993;Terreno;;12681;BAIRRO PRIMAVERA;87456;MARIANINO RICARDI;11;8;;85.963-137;Ativo
192411985;Terreno;;12681;BAIRRO PRIMAVERA;87456;MARIANINO RICARDI;11;7;;85.963-137;Ativo
192411977;Terreno;;12681;BAIRRO PRIMAVERA;87456;MARIANINO RICARDI;11;6;;85.963-137;Ativo
192411969;Terreno;;12681;BAIRRO PRIMAVERA;87456;MARIANINO RICARDI;11;5;;85.963-137;Ativo
192411950;Terreno;;12681;BAIRRO PRIMAVERA;87456;MARIANINO RICARDI;11;4;;85.963-137;Ativo
192411942;Terreno;;12681;BAIRRO PRIMAVERA;87456;MARIANINO RICARDI;11;3;;85.963-137;Ativo
192411934;Terreno;;12681;BAIRRO PRIMAVERA;87456;MARIANINO RICARDI;11;2;;85.963-137;Ativo
192411926;Terreno;;12681;BAIRRO PRIMAVERA;87456;MARIANINO RICARDI;11;1;;85.963-137;Ativo
192411918;Terreno;;12681;BAIRRO PRIMAVERA;87456;MARIANINO RICARDI;10;7;;85.963-137;Ativo
192411900;Terreno;;12681;BAIRRO PRIMAVERA;87456;MARIANINO RICARDI;10;6;;85.963-137;Ativo
192411896;Terreno;;12681;BAIRRO PRIMAVERA;87456;MARIANINO RICARDI;10;5;;85.963-137;Ativo
192411888;Terreno;;12681;BAIRRO PRIMAVERA;87456;MARIANINO RICARDI;10;4;;85.963-137;Ativo
192411870;Terreno;;12681;BAIRRO PRIMAVERA;87456;MARIANINO RICARDI;10;3;;85.963-137;Ativo
192411861;Terreno;;12681;BAIRRO PRIMAVERA;87456;MARIANINO RICARDI;10;2;;85.963-137;Ativo
192411853;Terreno;;12681;BAIRRO PRIMAVERA;87456;MARIANINO RICARDI;10;1;;85.963-137;Ativo
192411845;Terreno;;12681;BAIRRO PRIMAVERA;87457;VERISSIMO TRENTO;9;13;;85.963-135;Ativo
192411837;Terreno;;12681;BAIRRO PRIMAVERA;87457;VERISSIMO TRENTO;9;12;;85.963-135;Ativo
192411829;Terreno;;12681;BAIRRO PRIMAVERA;87457;VERISSIMO TRENTO;9;11;;85.963-135;Ativo
192411810;Terreno;;12681;BAIRRO PRIMAVERA;67;CONCORDIA;9;10;;85.963-182;Ativo
192411802;Terreno;;12681;BAIRRO PRIMAVERA;67;CONCORDIA;9;9;;85.963-182;Ativo
192411799;Terreno;;12681;BAIRRO PRIMAVERA;67;CONCORDIA;9;8;;85.963-182;Ativo
192411780;Terreno;;12681;BAIRRO PRIMAVERA;67;CONCORDIA;9;7;;85.963-182;Ativo
192411772;Terreno;;12681;BAIRRO PRIMAVERA;67;CONCORDIA;9;6;;85.963-182;Ativo
192411764;Terreno;;12681;BAIRRO PRIMAVERA;87456;MARIANINO RICARDI;9;5;;85.963-137;Ativo
192411756;Terreno;;12681;BAIRRO PRIMAVERA;87456;MARIANINO RICARDI;9;4;;85.963-137;Ativo
192411748;Terreno;;12681;BAIRRO PRIMAVERA;87456;MARIANINO RICARDI;9;3;;85.963-137;Ativo
192411730;Terreno;;12681;BAIRRO PRIMAVERA;87456;MARIANINO RICARDI;9;2;;85.963-137;Ativo
192411721;Terreno;;12681;BAIRRO PRIMAVERA;87456;MARIANINO RICARDI;9;1;;85.963-137;Ativo
192411713;Terreno;;12681;BAIRRO PRIMAVERA;52;DEONATO SCHWAB;8;20;;85.963-188;Ativo
192411705;Terreno;;12681;BAIRRO PRIMAVERA;52;DEONATO SCHWAB;8;19;;85.963-188;Ativo
192411691;Terreno;;12681;BAIRRO PRIMAVERA;52;DEONATO SCHWAB;8;18;;85.963-188;Ativo
192411683;Terreno;;12681;BAIRRO PRIMAVERA;87456;MARIANINO RICARDI;8;17;;85.963-137;Ativo
192411675;Terreno;;12681;BAIRRO PRIMAVERA;87456;MARIANINO RICARDI;8;16;;85.963-137;Ativo
192411667;Terreno;;12681;BAIRRO PRIMAVERA;87456;MARIANINO RICARDI;8;15;;85.963-137;Ativo
192411659;Terreno;;12681;BAIRRO PRIMAVERA;87456;MARIANINO RICARDI;8;14;;85.963-137;Ativo
192411640;Terreno;;12681;BAIRRO PRIMAVERA;87456;MARIANINO RICARDI;8;13;;85.963-137;Ativo
192411632;Terreno;;12681;BAIRRO PRIMAVERA;87456;MARIANINO RICARDI;8;12;;85.963-137;Ativo
192411624;Terreno;;12681;BAIRRO PRIMAVERA;87456;MARIANINO RICARDI;8;11;;85.963-137;Ativo
192411616;Terreno;;12681;BAIRRO PRIMAVERA;67;CONCORDIA;8;10;;85.963-182;Ativo
192411608;Terreno;;12681;BAIRRO PRIMAVERA;67;CONCORDIA;8;9;;85.963-182;Ativo
192411594;Terreno;;12681;BAIRRO PRIMAVERA;67;CONCORDIA;8;8;;85.963-182;Ativo
192411586;Terreno;;12681;BAIRRO PRIMAVERA;87457;VERISSIMO TRENTO;8;7;;85.963-135;Ativo
192411578;Terreno;;12681;BAIRRO PRIMAVERA;87457;VERISSIMO TRENTO;8;6;;85.963-135;Ativo
192411560;Terreno;;12681;BAIRRO PRIMAVERA;87457;VERISSIMO TRENTO;8;5;;85.963-135;Ativo
192411551;Terreno;;12681;BAIRRO PRIMAVERA;87457;VERISSIMO TRENTO;8;4;;85.963-135;Ativo
192411543;Terreno;;12681;BAIRRO PRIMAVERA;87457;VERISSIMO TRENTO;8;3;;85.963-135;Ativo
192411535;Terreno;;12681;BAIRRO PRIMAVERA;87457;VERISSIMO TRENTO;8;2;;85.963-135;Ativo
192411527;Terreno;;12681;BAIRRO PRIMAVERA;87457;VERISSIMO TRENTO;8;1;;85.963-135;Ativo
192411519;Unidade;128341;12680;BAIRRO HIGIENOPOLIS;385;OITO DE ABRIL;10;10;555;85.963-554;Ativo
192411500;Unidade;128341;12680;BAIRRO HIGIENOPOLIS;385;OITO DE ABRIL;10;10;549;85.963-554;Ativo
192411497;Terreno;;12681;BAIRRO PRIMAVERA;51;IRIO JACOB WELP;7;18;;85.963-192;Ativo
192411489;Terreno;;12681;BAIRRO PRIMAVERA;51;IRIO JACOB WELP;7;17;;85.963-192;Ativo
192411462;Terreno;;12681;BAIRRO PRIMAVERA;87456;MARIANINO RICARDI;7;15;;85.963-137;Ativo
192411454;Terreno;;12681;BAIRRO PRIMAVERA;87456;MARIANINO RICARDI;7;14;;85.963-137;Ativo
192411446;Terreno;;12681;BAIRRO PRIMAVERA;87456;MARIANINO RICARDI;7;13;;85.963-137;Ativo
192411438;Terreno;;12681;BAIRRO PRIMAVERA;87456;MARIANINO RICARDI;7;12;;85.963-137;Ativo
192411420;Terreno;;12681;BAIRRO PRIMAVERA;87456;MARIANINO RICARDI;7;11;;85.963-137;Ativo
192411411;Terreno;;12681;BAIRRO PRIMAVERA;52;DEONATO SCHWAB;7;10;;85.963-188;Ativo
192411403;Terreno;;12681;BAIRRO PRIMAVERA;52;DEONATO SCHWAB;7;9;;85.963-188;Ativo
192411390;Terreno;;12681;BAIRRO PRIMAVERA;52;DEONATO SCHWAB;7;8;;85.963-188;Ativo
192411381;Terreno;;12681;BAIRRO PRIMAVERA;87457;VERISSIMO TRENTO;7;7;;85.963-135;Ativo
192411373;Terreno;;12681;BAIRRO PRIMAVERA;87457;VERISSIMO TRENTO;7;6;;85.963-135;Ativo
192411365;Terreno;;12681;BAIRRO PRIMAVERA;87457;VERISSIMO TRENTO;7;5;;85.963-135;Ativo
192411357;Terreno;;12681;BAIRRO PRIMAVERA;87457;VERISSIMO TRENTO;7;4;;85.963-135;Ativo
192411349;Terreno;;12681;BAIRRO PRIMAVERA;87457;VERISSIMO TRENTO;7;3;;85.963-135;Ativo
192411330;Terreno;;12681;BAIRRO PRIMAVERA;87457;VERISSIMO TRENTO;7;2;;85.963-135;Ativo
192411322;Terreno;;12681;BAIRRO PRIMAVERA;87457;VERISSIMO TRENTO;7;1;;85.963-135;Ativo
192411314;Terreno;;12681;BAIRRO PRIMAVERA;51;IRIO JACOB WELP;6;20;;85.963-192;Ativo
192411306;Terreno;;12681;BAIRRO PRIMAVERA;87457;VERISSIMO TRENTO;6;19;;85.963-135;Ativo
192411292;Terreno;;12681;BAIRRO PRIMAVERA;87457;VERISSIMO TRENTO;6;18;;85.963-135;Ativo
192411284;Terreno;;12681;BAIRRO PRIMAVERA;87457;VERISSIMO TRENTO;6;17;;85.963-135;Ativo
192411276;Terreno;;12681;BAIRRO PRIMAVERA;87457;VERISSIMO TRENTO;6;16;;85.963-135;Ativo
192411268;Terreno;;12681;BAIRRO PRIMAVERA;87457;VERISSIMO TRENTO;6;15;;85.963-135;Ativo
192411250;Terreno;;12681;BAIRRO PRIMAVERA;87457;VERISSIMO TRENTO;6;14;;85.963-135;Ativo
192411241;Terreno;;12681;BAIRRO PRIMAVERA;87457;VERISSIMO TRENTO;6;13;;85.963-135;Ativo
192411233;Terreno;;12681;BAIRRO PRIMAVERA;52;DEONATO SCHWAB;6;12;;85.963-188;Ativo
192411209;Terreno;;12681;BAIRRO PRIMAVERA;67;CONCORDIA;5;4;;85.963-182;Ativo
192411195;Terreno;;12681;BAIRRO PRIMAVERA;67;CONCORDIA;4;12;;85.963-182;Ativo
192411187;Terreno;;12681;BAIRRO PRIMAVERA;67;CONCORDIA;4;11;;85.963-182;Ativo
192411179;Terreno;;12681;BAIRRO PRIMAVERA;87457;VERISSIMO TRENTO;4;10;;85.963-135;Ativo
192411160;Terreno;;12681;BAIRRO PRIMAVERA;87457;VERISSIMO TRENTO;4;9;;85.963-135;Ativo
192411152;Terreno;;12681;BAIRRO PRIMAVERA;87457;VERISSIMO TRENTO;4;8;;85.963-135;Ativo
192411128;Terreno;;12681;BAIRRO PRIMAVERA;87456;MARIANINO RICARDI;19;6;;85.963-137;Ativo
192411110;Unidade;89044;11;DISTRITO DE SAO ROQUE;312;FLORESTA;14;4;5213;85.977-001;Ativo
192411101;Terreno;;7;DISTRITO DE MARGARIDA;276;BARÃO DO RIO BRANCO;67/A;01/A;;85.976-009;Ativo
192411098;Terreno;;7;DISTRITO DE MARGARIDA;38;TIRADENTES;67/B;1;;85.976-011;Ativo
192411080;Unidade;1145150;12694;BAIRRO BORBOLETA;15149;MARTINHO LUTERO;10;15;385;85.966-004;Ativo
192411071;Unidade;1145150;12694;BAIRRO BORBOLETA;15149;MARTINHO LUTERO;10;15;379;85.966-004;Ativo
192411063;Unidade;350389;12688;BAIRRO VILA GAUCHA;11;SANTA CATARINA;5;1;5510;85.966-184;Ativo
192411055;Rural;;188;ZONA RURAL;100;RURAL;18;13/H;;85.969-899;Ativo
192411047;Rural;;188;ZONA RURAL;100;RURAL;18;13/I;;85.969-899;Ativo
192411039;Rural;;188;ZONA RURAL;100;RURAL;18;13/G;;85.969-899;Ativo
192411020;Rural;;188;ZONA RURAL;100;RURAL;18;13/F;;85.969-899;Ativo
192411012;Rural;;188;ZONA RURAL;100;RURAL;21;16/C;;85.969-899;Ativo
192411004;Rural;;188;ZONA RURAL;100;RURAL;21;16/B;;85.969-899;Ativo
192410997;Unidade;247090;12683;BAIRRO INDUSTRIAL LESTE;531;LUÍS CENTENARO;MOD.;16/F;771;85.963-118;Ativo
192410989;Unidade;192415018;12693;BAIRRO ANDORINHA;672;RINALDO LUDWIG;6;05/A;5290;85.966-145;Ativo
192410970;Unidade;1109200;12693;BAIRRO ANDORINHA;672;RINALDO LUDWIG;6;05/B;5298;85.966-145;Ativo
192410962;Rural;;188;ZONA RURAL;100;RURAL;20;36/F;;85.969-899;Ativo
192410954;Rural;;188;ZONA RURAL;100;RURAL;20;36/E;;85.969-899;Ativo
192410946;Rural;;188;ZONA RURAL;100;RURAL;20;87/88/R;;85.969-899;Ativo
192410938;Rural;;188;ZONA RURAL;100;RURAL;20;87/88/Q;;85.969-899;Ativo
192410920;Rural;;188;ZONA RURAL;100;RURAL;20;87/88/P;;85.969-899;Ativo
192410911;Rural;;188;ZONA RURAL;100;RURAL;20;87/88/O;;85.969-899;Ativo
192410903;Rural;;188;ZONA RURAL;100;RURAL;20;87/88/N;;85.969-899;Ativo
192410890;Rural;;188;ZONA RURAL;100;RURAL;20;87/88/M;;85.969-899;Ativo
192410881;Unidade;326852;12677;BAIRRO CENTRO;7;ESPIRITO SANTO;115;4-A;1620;85.960-138;Ativo
192410873;Unidade;163325;12681;BAIRRO PRIMAVERA;407;DAS CANELAS;1;07/A;81;85.963-148;Ativo
192410865;Rural;;188;ZONA RURAL;100;RURAL;11;56/E;;85.969-899;Ativo
192410857;Rural;;188;ZONA RURAL;100;RURAL;11;56/D;;85.969-899;Ativo
192410849;Rural;;188;ZONA RURAL;100;RURAL;20;200/B;;85.969-899;Ativo
192410776;Terreno;;12695;BAIRRO FLORIDA;13343;KAZUE ITO;8;01/02/03/04/05;;85.960-520;Ativo
192410750;Unidade;375683;12688;BAIRRO VILA GAUCHA;1;CEARA;CHAC;302;;85.966-208;Ativo
192410741;Unidade;375683;12688;BAIRRO VILA GAUCHA;1;CEARA;CHAC;302;;85.966-208;Ativo
192410733;Terreno;;12688;BAIRRO VILA GAUCHA;87451;ALFREDO DREIER;5;4;;85.966-207;Ativo
192410725;Terreno;;12688;BAIRRO VILA GAUCHA;99;ROGERIO VALTER GRUM;5;8;;85.966-212;Ativo
192410717;Terreno;;12688;BAIRRO VILA GAUCHA;99;ROGERIO VALTER GRUM;5;7;;85.966-212;Ativo
192410709;Terreno;;12688;BAIRRO VILA GAUCHA;99;ROGERIO VALTER GRUM;5;6;;85.966-212;Ativo
192410695;Terreno;;12688;BAIRRO VILA GAUCHA;87451;ALFREDO DREIER;5;5;;85.966-207;Ativo
192410687;Terreno;;12688;BAIRRO VILA GAUCHA;87451;ALFREDO DREIER;5;3;;85.966-207;Ativo
192410679;Terreno;;12688;BAIRRO VILA GAUCHA;87451;ALFREDO DREIER;5;2;;85.966-207;Ativo
192410652;Terreno;;12688;BAIRRO VILA GAUCHA;87450;PEROBA;4;4;;85.966-217;Ativo
192410644;Terreno;;12688;BAIRRO VILA GAUCHA;87450;PEROBA;4;3;;85.966-217;Ativo
192410636;Terreno;;12688;BAIRRO VILA GAUCHA;87451;ALFREDO DREIER;4;2;;85.966-207;Ativo
192410628;Terreno;;12688;BAIRRO VILA GAUCHA;87451;ALFREDO DREIER;4;1;;85.966-207;Ativo
192410610;Terreno;;12688;BAIRRO VILA GAUCHA;87450;PEROBA;3;1;;85.966-217;Ativo
192410601;Terreno;;12688;BAIRRO VILA GAUCHA;87451;ALFREDO DREIER;2;17;;85.966-207;Ativo
192410598;Terreno;;12688;BAIRRO VILA GAUCHA;87451;ALFREDO DREIER;2;16;;85.966-207;Ativo
192410580;Terreno;;12688;BAIRRO VILA GAUCHA;87451;ALFREDO DREIER;2;15;;85.966-207;Ativo
192410571;Terreno;;12688;BAIRRO VILA GAUCHA;87451;ALFREDO DREIER;2;14;;85.966-207;Ativo
192410563;Terreno;;12688;BAIRRO VILA GAUCHA;87451;ALFREDO DREIER;2;13;;85.966-207;Ativo
192410555;Terreno;;12688;BAIRRO VILA GAUCHA;87451;ALFREDO DREIER;2;12;;85.966-207;Ativo
192410547;Terreno;;12688;BAIRRO VILA GAUCHA;87450;PEROBA;2;11;;85.966-217;Ativo
192410539;Terreno;;12688;BAIRRO VILA GAUCHA;87450;PEROBA;2;10;;85.966-217;Ativo
192410520;Terreno;;12688;BAIRRO VILA GAUCHA;3;PARAIBA;2;9;;85.966-206;Ativo
192410512;Terreno;;12688;BAIRRO VILA GAUCHA;3;PARAIBA;2;8;;85.966-206;Ativo
192410504;Terreno;;12688;BAIRRO VILA GAUCHA;3;PARAIBA;2;7;;85.966-206;Ativo
192410490;Terreno;;12688;BAIRRO VILA GAUCHA;3;PARAIBA;2;6;;85.966-206;Ativo
192410482;Terreno;;12688;BAIRRO VILA GAUCHA;3;PARAIBA;2;5;;85.966-206;Ativo
192410474;Terreno;;12688;BAIRRO VILA GAUCHA;3;PARAIBA;2;4;;85.966-206;Ativo
192410466;Terreno;;12688;BAIRRO VILA GAUCHA;3;PARAIBA;2;3;;85.966-206;Ativo
192410458;Terreno;;12688;BAIRRO VILA GAUCHA;3;PARAIBA;2;2;;85.966-206;Ativo
192410440;Terreno;;12688;BAIRRO VILA GAUCHA;3;PARAIBA;2;1;;85.966-206;Ativo
192410431;Terreno;;12688;BAIRRO VILA GAUCHA;87451;ALFREDO DREIER;1;11;;85.966-207;Ativo
192410423;Terreno;;12688;BAIRRO VILA GAUCHA;87451;ALFREDO DREIER;1;10;;85.966-207;Ativo
192410415;Terreno;;12688;BAIRRO VILA GAUCHA;87451;ALFREDO DREIER;1;9;;85.966-207;Ativo
192410407;Terreno;;12688;BAIRRO VILA GAUCHA;87451;ALFREDO DREIER;1;8;;85.966-207;Ativo
192410393;Terreno;;12688;BAIRRO VILA GAUCHA;87451;ALFREDO DREIER;1;7;;85.966-207;Ativo
192410385;Terreno;;12688;BAIRRO VILA GAUCHA;3;PARAIBA;1;6;;85.966-206;Ativo
192410377;Terreno;;12688;BAIRRO VILA GAUCHA;3;PARAIBA;1;5;;85.966-206;Ativo
192410369;Terreno;;12688;BAIRRO VILA GAUCHA;3;PARAIBA;1;4;;85.966-206;Ativo
192410334;Terreno;;12688;BAIRRO VILA GAUCHA;3;PARAIBA;1;1;;85.966-206;Ativo
192410326;Unidade;252921;12677;BAIRRO CENTRO;37;7 DE SETEMBRO;179;9;1500;85.960-170;Ativo
192410318;Terreno;;12696;BAIRRO SAO LUCAS;728;CLARA ANITA BALKO;6;02/C;;85.960-378;Ativo
192410300;Unidade;222690;12689;BAIRRO BOA VISTA;655;GUILHERME WOLLSTEIN;3;11;579;85.966-422;Ativo
192410296;Unidade;1075020;12681;BAIRRO PRIMAVERA;51;IRIO JACOB WELP;1;5;3785;85.963-192;Ativo
192410288;Unidade;1111108;12681;BAIRRO PRIMAVERA;12497;SELVINO HERBERTO HUPPERS;9;8;1803;85.963-166;Ativo
192410270;Unidade;192413295;12681;BAIRRO PRIMAVERA;12497;SELVINO HERBERTO HUPPERS;20;04/A;1641;85.963-166;Ativo
192410261;Unidade;1107240;12681;BAIRRO PRIMAVERA;12497;SELVINO HERBERTO HUPPERS;20;04/B;1635;85.963-166;Ativo
